"module_name","gate_counts","area_math","total_area","delay_math","total_delay","static_power_math","total_static_power"
"shift_register","6 a22oi_1, 2 a31oi_1, 10 clkinv_1, 8 dfrtn_1, 10 nand2_1, 1 nand2b_1, 2 nor2_1, 1 nor2b_1, 6 o221ai_1, 2 o22ai_1, 1 or2_0","6*7.51 + 2*6.26 + 10*3.75 + 8*25.02 + 10*3.75 + 1*6.26 + 2*3.75 + 1*6.26 + 6*8.76 + 2*6.26 + 1*6.26",424.1,"0.33 + 0.18 + 0.06",0.57,"6*2.58 + 2*1.48 + 10*1.57 + 8*11.65 + 10*2.12 + 1*2.25 + 2*1.97 + 1*2.18 + 6*1.09 + 2*1.31 + 1*1.26",167.33
"multiplexer","1 and2_0, 2 and3b_1, 1 nor3b_1","1*6.26 + 2*8.76 + 1*7.51",31.29,"0.15",0.15,"1*1.92 + 2*7.06 + 1*1.3",17.34
"adder_tree_top","1 a211oi_1, 1 a21boi_0, 7 a21o_1, 5 a21oi_1, 1 a311o_1, 1 a311oi_1, 2 a31o_1, 1 a31oi_1, 3 and2_0, 4 and3_1, 13 clkinv_1, 181 dfxtp_1, 90 maj3_1, 38 nand2_1, 31 nand2b_1, 9 nand3_1, 10 nor2_1, 6 nor2b_1, 1 nor3_1, 1 o2111ai_1, 13 o21ai_0, 1 o21bai_1, 2 or2_0, 1 or4_1, 154 xnor2_1, 12 xnor3_1, 52 xor2_1, 18 xor3_1","1*7.51 + 1*7.51 + 7*7.51 + 5*5.0 + 1*10.01 + 1*8.76 + 2*8.76 + 1*6.26 + 3*6.26 + 4*6.26 + 13*3.75 + 181*20.02 + 90*10.01 + 38*3.75 + 31*6.26 + 9*5.0 + 10*3.75 + 6*6.26 + 1*5.0 + 1*8.76 + 13*5.0 + 1*7.51 + 2*6.26 + 1*7.51 + 154*8.76 + 12*22.52 + 52*8.76 + 18*23.77",7817.81,"0.3 + 0.41 + 0.4 + 0.39 + 0.36 + 0.37 + 0.23 + 0.11 + 0.12 + 0.1 + 0.49 + 0.33 + 0.24 + 0.17 + 0.19 + 0.09 + 0.18 + 0.17 + 0.05",4.7,"1*0.98 + 1*2.48 + 7*5.9 + 5*1.65 + 1*1.57 + 1*0.97 + 2*2.37 + 1*1.48 + 3*1.92 + 4*5.59 + 13*1.57 + 181*8.44 + 90*2.09 + 38*2.12 + 31*2.25 + 9*1.03 + 10*1.97 + 6*2.18 + 1*0.93 + 1*0.58 + 13*1.04 + 1*2.87 + 2*1.26 + 1*0.85 + 154*2.07 + 12*15.62 + 52*4.28 + 18*15.22",3042.41
"traffic_light_controller","2 buf_1, 3 clkinv_1, 2 dfrtp_1, 1 nor2_1, 1 xor2_1","2*3.75 + 3*3.75 + 2*25.02 + 1*3.75 + 1*8.76",81.3,"0.37 + 0.16",0.53,"2*1.18 + 3*1.57 + 2*11.65 + 1*1.97 + 1*4.28",36.62
"sky130_fd_sc_lp__nand4bb","1 nand4bb_1","1*11.26",11.26,"0.13",0.13,"1*1.9",1.9
"Debounce_Circuit","1 a21oi_1, 1 a31o_1, 1 a32oi_1, 1 a41oi_1, 2 and2_0, 9 clkinv_1, 8 dfrtp_1, 1 dfxtp_1, 1 nand2_1, 1 nand4_1, 2 nor2_1, 3 nor2b_1, 6 nor3_1, 1 nor4bb_1, 1 o211ai_1, 1 xnor2_1, 1 xor2_1","1*5.0 + 1*8.76 + 1*8.76 + 1*8.76 + 2*6.26 + 9*3.75 + 8*25.02 + 1*20.02 + 1*3.75 + 1*6.26 + 2*3.75 + 3*6.26 + 6*5.0 + 1*10.01 + 1*7.51 + 1*8.76 + 1*8.76",399.06,"0.4 + 0.3 + 0.24 + 0.07",1.01,"1*1.65 + 1*2.37 + 1*1.25 + 1*1.36 + 2*1.92 + 9*1.57 + 8*11.65 + 1*8.44 + 1*2.12 + 1*0.53 + 2*1.97 + 3*2.18 + 6*0.93 + 1*3.2 + 1*0.7 + 1*2.07 + 1*4.28",155.2
"PCIeGen2x8If128_pipe_sync","2 a21boi_0, 1 a22oi_1, 16 and2_0, 2 and3b_1, 1 and4_1, 5 clkinv_1, 2 conb_1, 22 dfxtp_1, 3 nand2_1, 1 nand2b_1, 2 nand3_1, 2 nand4_1, 2 nand4b_1, 3 nor2_1, 3 nor2b_1, 2 nor3_1, 1 nor4_1, 1 o211a_1, 2 o21ai_0, 2 o22ai_1, 1 o2bb2ai_1, 1 o311ai_0, 1 o31ai_1","2*7.51 + 1*7.51 + 16*6.26 + 2*8.76 + 1*8.76 + 5*3.75 + 2*3.75 + 22*20.02 + 3*3.75 + 1*6.26 + 2*5.0 + 2*6.26 + 2*8.76 + 3*3.75 + 3*6.26 + 2*5.0 + 1*6.26 + 1*10.01 + 2*5.0 + 2*6.26 + 1*8.76 + 1*8.76 + 1*7.51",777.06,"0.31 + 0.35 + 0.2 + 0.2 + 0.05",1.11,"2*2.48 + 1*2.58 + 16*1.92 + 2*7.06 + 1*3.4 + 5*1.57 + 2*3.24 + 22*8.44 + 3*2.12 + 1*2.25 + 2*1.03 + 2*0.53 + 2*1.03 + 3*1.97 + 3*2.18 + 2*0.93 + 1*0.5 + 1*10.66 + 2*1.04 + 2*1.31 + 1*1.85 + 1*0.64 + 1*1.7",303.94
"LCD_driver","1 a21oi_1, 2 clkinv_1, 1 conb_1, 4 dfxtp_1, 1 mux2i_1, 1 nand2_1, 1 nor2_1, 1 o21ai_0, 1 o31ai_1, 1 or3b_1, 1 xor2_1","1*5.0 + 2*3.75 + 1*3.75 + 4*20.02 + 1*10.01 + 1*3.75 + 1*3.75 + 1*5.0 + 1*7.51 + 1*8.76 + 1*8.76",143.87,"0.3 + 0.43 + 0.18",0.91,"1*1.65 + 2*1.57 + 1*3.24 + 4*8.44 + 1*5.89 + 1*2.12 + 1*1.97 + 1*1.04 + 1*1.7 + 1*2.59 + 1*4.28",61.38
"adder_4bit_carry","1 a31o_1, 4 nand2_1, 1 nor2_1, 2 o21ai_0, 7 xnor2_1, 4 xor2_1","1*8.76 + 4*3.75 + 1*3.75 + 2*5.0 + 7*8.76 + 4*8.76",133.87,"0.18 + 0.19 + 0.11",0.48,"1*2.37 + 4*2.12 + 1*1.97 + 2*1.04 + 7*2.07 + 4*4.28",46.51
"binary_to_gray","3 xor2_1","3*8.76",26.28,"0.12",0.12,"3*4.28",12.84
"fir","2 a2111oi_0, 3 a211o_1, 6 a211oi_1, 1 a21bo_1, 6 a21boi_0, 23 a21o_1, 332 a21oi_1, 1 a221o_1, 2 a221oi_1, 12 a22o_1, 5 a22oi_1, 2 a311oi_1, 3 a31o_1, 11 a31oi_1, 5 a32o_1, 3 a32oi_1, 69 and2_0, 11 and3_1, 1 and4b_1, 340 clkinv_1, 265 dfrtp_1, 326 dfxtp_1, 208 maj3_1, 325 mux2_1, 15 mux2i_1, 309 nand2_1, 54 nand2b_1, 27 nand3_1, 3 nand3b_1, 3 nand4_1, 470 nor2_1, 53 nor2b_1, 16 nor3_1, 1 nor4_1, 1 nor4b_1, 1 o2111ai_1, 1 o211a_1, 11 o211ai_1, 19 o21a_1, 107 o21ai_0, 1 o21ba_1, 2 o21bai_1, 20 o22a_1, 15 o22ai_1, 20 o2bb2ai_1, 2 o311ai_0, 1 o31a_1, 11 o31ai_1, 2 o32a_1, 1 o32ai_1, 21 or2_0, 8 or3_1, 3 or3b_1, 1 or4_1, 1 or4b_1, 616 xnor2_1, 41 xnor3_1, 290 xor2_1, 32 xor3_1","2*8.76 + 3*8.76 + 6*7.51 + 1*10.01 + 6*7.51 + 23*7.51 + 332*5.0 + 1*10.01 + 2*8.76 + 12*8.76 + 5*7.51 + 2*8.76 + 3*8.76 + 11*6.26 + 5*10.01 + 3*8.76 + 69*6.26 + 11*6.26 + 1*10.01 + 340*3.75 + 265*25.02 + 326*20.02 + 208*10.01 + 325*11.26 + 15*10.01 + 309*3.75 + 54*6.26 + 27*5.0 + 3*7.51 + 3*6.26 + 470*3.75 + 53*6.26 + 16*5.0 + 1*6.26 + 1*8.76 + 1*8.76 + 1*10.01 + 11*7.51 + 19*7.51 + 107*5.0 + 1*10.01 + 2*7.51 + 20*8.76 + 15*6.26 + 20*8.76 + 2*8.76 + 1*8.76 + 11*7.51 + 2*10.01 + 1*8.76 + 21*6.26 + 8*6.26 + 3*8.76 + 1*7.51 + 1*10.01 + 616*8.76 + 41*22.52 + 290*8.76 + 32*23.77",38264.54,"0.38 + 0.21 + 0.15 + 0.4 + 0.39 + 0.39 + 0.39 + 0.39 + 0.39 + 0.39 + 0.39 + 0.21 + 0.12 + 0.39 + 0.37 + 0.15 + 0.07",5.18,"2*0.42 + 3*3.14 + 6*0.98 + 1*7.27 + 6*2.48 + 23*5.9 + 332*1.65 + 1*2.66 + 2*1.78 + 12*4.06 + 5*2.58 + 2*0.97 + 3*2.37 + 11*1.48 + 5*2.3 + 3*1.25 + 69*1.92 + 11*5.59 + 1*5.99 + 340*1.57 + 265*11.65 + 326*8.44 + 208*2.09 + 325*4.03 + 15*5.89 + 309*2.12 + 54*2.25 + 27*1.03 + 3*1.4 + 3*0.53 + 470*1.97 + 53*2.18 + 16*0.93 + 1*0.5 + 1*0.91 + 1*0.58 + 1*10.66 + 11*0.7 + 19*2.21 + 107*1.04 + 1*7.27 + 2*2.87 + 20*2.76 + 15*1.31 + 20*1.85 + 2*0.64 + 1*2.07 + 11*1.7 + 2*1.66 + 1*1.09 + 21*1.26 + 8*1.28 + 3*2.59 + 1*0.85 + 1*2.14 + 616*2.07 + 41*15.62 + 290*4.28 + 32*15.22",15118.16
"four_to_one","1 nor2b_1, 1 o22a_1","1*6.26 + 1*8.76",15.02,"0.1 + 0.14",0.24,"1*2.18 + 1*2.76",4.94
"dffe","8 a221o_1, 8 dfxtp_1, 1 nor2b_1, 8 nor3b_1","8*10.01 + 8*20.02 + 1*6.26 + 8*7.51",306.58,"0.27 + 0.12 + 0.24",0.63,"8*2.66 + 8*8.44 + 1*2.18 + 8*1.3",101.38
"memory_generator","80 a21oi_1, 9 a221oi_1, 51 a222oi_1, 14 a22oi_1, 7 a31oi_1, 14 a41o_1, 1 and2_0, 8 and3_1, 16 and3b_1, 1 clkinv_1, 1092 dfxtp_1, 1028 mux2_1, 235 mux4_2, 14 nand2_1, 2 nand2b_1, 29 nand3_1, 30 nand3b_1, 67 nor2_1, 2 nor2b_1, 8 nor3b_1, 7 o41ai_1, 1 or2_0, 15 or3b_1","80*5.0 + 9*8.76 + 51*10.01 + 14*7.51 + 7*6.26 + 14*10.01 + 1*6.26 + 8*6.26 + 16*8.76 + 1*3.75 + 1092*20.02 + 1028*11.26 + 235*22.52 + 14*3.75 + 2*6.26 + 29*5.0 + 30*7.51 + 67*3.75 + 2*6.26 + 8*7.51 + 7*8.76 + 1*6.26 + 15*8.76",41166.17,"10.09 + 0.98 + 3.53 + 0.41",15.01,"80*1.65 + 9*1.78 + 51*2.43 + 14*2.58 + 7*1.48 + 14*6.61 + 1*1.92 + 8*5.59 + 16*7.06 + 1*1.57 + 1092*8.44 + 1028*4.03 + 235*6.37 + 14*2.12 + 2*2.25 + 29*1.03 + 30*1.4 + 67*1.97 + 2*2.18 + 8*1.3 + 7*1.39 + 1*1.26 + 15*2.59",15731.05
"reg32_R0","32 clkinv_1, 32 dfxtp_1, 32 nand3b_1, 1 nor2b_1, 32 o31ai_1","32*3.75 + 32*20.02 + 32*7.51 + 1*6.26 + 32*7.51",1247.54,"1.15 + 0.08",1.23,"32*1.57 + 32*8.44 + 32*1.4 + 1*2.18 + 32*1.7",421.7
"mul8","2 a21boi_0, 3 a21o_1, 28 a21oi_1, 4 a22o_1, 6 a22oi_1, 1 a31o_1, 2 a31oi_1, 1 a32o_1, 17 and2_0, 4 and3_1, 22 clkinv_1, 61 maj3_1, 110 nand2_1, 10 nand2b_1, 14 nand3_1, 6 nand4_1, 41 nor2_1, 21 nor2b_1, 1 nor3_1, 1 nor3b_1, 1 o211a_1, 3 o21a_1, 14 o21ai_0, 2 o22a_1, 1 o22ai_1, 1 or2_0, 1 or3_1, 88 xnor2_1, 28 xnor3_1, 50 xor2_1, 20 xor3_1","2*7.51 + 3*7.51 + 28*5.0 + 4*8.76 + 6*7.51 + 1*8.76 + 2*6.26 + 1*10.01 + 17*6.26 + 4*6.26 + 22*3.75 + 61*10.01 + 110*3.75 + 10*6.26 + 14*5.0 + 6*6.26 + 41*3.75 + 21*6.26 + 1*5.0 + 1*7.51 + 1*10.01 + 3*7.51 + 14*5.0 + 2*8.76 + 1*6.26 + 1*6.26 + 1*6.26 + 88*8.76 + 28*22.52 + 50*8.76 + 20*23.77",4447.57,"0.13 + 0.44 + 0.39 + 0.29 + 0.42 + 0.41 + 0.38 + 0.2 + 0.17 + 0.09 + 0.36 + 0.35 + 0.38 + 0.38 + 0.18 + 0.19 + 0.15 + 0.19 + 0.15 + 0.17 + 0.11",5.53,"2*2.48 + 3*5.9 + 28*1.65 + 4*4.06 + 6*2.58 + 1*2.37 + 2*1.48 + 1*2.3 + 17*1.92 + 4*5.59 + 22*1.57 + 61*2.09 + 110*2.12 + 10*2.25 + 14*1.03 + 6*0.53 + 41*1.97 + 21*2.18 + 1*0.93 + 1*1.3 + 1*10.66 + 3*2.21 + 14*1.04 + 2*2.76 + 1*1.31 + 1*1.26 + 1*1.28 + 88*2.07 + 28*15.62 + 50*4.28 + 20*15.22",1906.46
"ClockGating","1 clkinv_1, 1 dfrtp_1, 1 nor3b_1","1*3.75 + 1*25.02 + 1*7.51",36.28,"0.31",0.31,"1*1.57 + 1*11.65 + 1*1.3",14.52
"rcn_fifo_byte_async","2 a21oi_1, 2 a41oi_1, 1 and2_0, 1 and3_1, 1 and4_1, 1 buf_1, 32 clkinv_1, 26 dfrtp_1, 130 dfxtp_1, 143 mux2_1, 4 mux2i_1, 38 mux4_2, 6 nand2_1, 6 nand2b_1, 4 nand3_1, 2 nand3b_1, 2 nand4_1, 12 nor2_1, 1 nor2b_1, 1 nor3_1, 1 nor4_1, 2 o211ai_1, 2 o21ai_0, 1 or3_1, 10 xnor2_1, 2 xnor3_1, 4 xor2_1","2*5.0 + 2*8.76 + 1*6.26 + 1*6.26 + 1*8.76 + 1*3.75 + 32*3.75 + 26*25.02 + 130*20.02 + 143*11.26 + 4*10.01 + 38*22.52 + 6*3.75 + 6*6.26 + 4*5.0 + 2*7.51 + 2*6.26 + 12*3.75 + 1*6.26 + 1*5.0 + 1*6.26 + 2*7.51 + 2*5.0 + 1*6.26 + 10*8.76 + 2*22.52 + 4*8.76",6300.73,"0.43 + 0.13 + 0.88 + 0.38",1.82,"2*1.65 + 2*1.36 + 1*1.92 + 1*5.59 + 1*3.4 + 1*1.18 + 32*1.57 + 26*11.65 + 130*8.44 + 143*4.03 + 4*5.89 + 38*6.37 + 6*2.12 + 6*2.25 + 4*1.03 + 2*1.4 + 2*0.53 + 12*1.97 + 1*2.18 + 1*0.93 + 1*0.5 + 2*0.7 + 2*1.04 + 1*1.28 + 10*2.07 + 2*15.62 + 4*4.28",2445.63
"clkdlybuf4s","5 clkinv_1, 5 dfrtp_1","5*3.75 + 5*25.02",143.85,"0.33",0.33,"5*1.57 + 5*11.65",66.1
"dual_port_memory","1 conb_1, 48 dfxtp_1","1*3.75 + 48*20.02",964.71,"0.26",0.26,"1*3.24 + 48*8.44",408.36
"getID_4digits","1 a2111oi_0, 4 a211o_1, 1 a211oi_1, 4 a21o_1, 17 a21oi_1, 3 a221oi_1, 2 a22o_1, 2 a31o_1, 5 a31oi_1, 2 a32o_1, 5 and2_0, 4 and3_1, 1 and4b_1, 16 clkinv_1, 16 dfxtp_1, 12 maj3_1, 1 mux2i_1, 25 nand2_1, 8 nand2b_1, 7 nand3_1, 3 nand3b_1, 2 nand4_1, 1 nand4b_1, 2 nand4bb_1, 20 nor2_1, 4 nor2b_1, 11 nor3_1, 2 nor3b_1, 5 nor4_1, 1 nor4b_1, 2 o2111ai_1, 1 o211ai_1, 1 o21a_1, 14 o21ai_0, 1 o21bai_1, 1 o22a_1, 1 o2bb2ai_1, 1 o311a_1, 2 o311ai_0, 5 o31ai_1, 5 or2_0, 6 or3_1, 1 or4_1, 3 or4b_1, 29 xnor2_1, 8 xor2_1","1*8.76 + 4*8.76 + 1*7.51 + 4*7.51 + 17*5.0 + 3*8.76 + 2*8.76 + 2*8.76 + 5*6.26 + 2*10.01 + 5*6.26 + 4*6.26 + 1*10.01 + 16*3.75 + 16*20.02 + 12*10.01 + 1*10.01 + 25*3.75 + 8*6.26 + 7*5.0 + 3*7.51 + 2*6.26 + 1*8.76 + 2*11.26 + 20*3.75 + 4*6.26 + 11*5.0 + 2*7.51 + 5*6.26 + 1*8.76 + 2*8.76 + 1*7.51 + 1*7.51 + 14*5.0 + 1*7.51 + 1*8.76 + 1*8.76 + 1*10.01 + 2*8.76 + 5*7.51 + 5*6.26 + 6*6.26 + 1*7.51 + 3*10.01 + 29*8.76 + 8*8.76",1934.24,"0.07 + 0.8 + 0.1 + 0.2 + 0.16 + 0.17 + 0.15 + 0.41 + 0.39 + 0.39 + 0.42 + 0.41 + 0.38 + 0.16 + 0.31 + 0.25 + 0.06 + 0.32 + 0.15 + 0.4 + 0.39 + 0.39 + 0.39 + 0.37 + 0.13 + 0.87 + 0.21 + 0.25 + 0.13 + 0.2 + 0.21 + 0.21 + 0.06",9.51,"1*0.42 + 4*3.14 + 1*0.98 + 4*5.9 + 17*1.65 + 3*1.78 + 2*4.06 + 2*2.37 + 5*1.48 + 2*2.3 + 5*1.92 + 4*5.59 + 1*5.99 + 16*1.57 + 16*8.44 + 12*2.09 + 1*5.89 + 25*2.12 + 8*2.25 + 7*1.03 + 3*1.4 + 2*0.53 + 1*1.03 + 2*1.9 + 20*1.97 + 4*2.18 + 11*0.93 + 2*1.3 + 5*0.5 + 1*0.91 + 2*0.58 + 1*0.7 + 1*2.21 + 14*1.04 + 1*2.87 + 1*2.76 + 1*1.85 + 1*3.77 + 2*0.64 + 5*1.7 + 5*1.26 + 6*1.28 + 1*0.85 + 3*2.14 + 29*2.07 + 8*4.28",632.73
"adder","1 a21o_1, 1 a221oi_1, 1 and2_0, 1 clkinv_1, 8 dfxtp_1, 5 nand2_1, 4 nor2_1, 1 nor2b_1, 2 nor3_1, 1 o21a_1, 2 o21ai_0, 1 o311a_1, 1 o31a_1, 1 o31ai_1, 10 xnor2_1, 3 xor2_1","1*7.51 + 1*8.76 + 1*6.26 + 1*3.75 + 8*20.02 + 5*3.75 + 4*3.75 + 1*6.26 + 2*5.0 + 1*7.51 + 2*5.0 + 1*10.01 + 1*8.76 + 1*7.51 + 10*8.76 + 3*8.76",394.12,"0.05 + 0.3 + 0.17 + 0.34 + 0.25 + 0.12",1.23,"1*5.9 + 1*1.78 + 1*1.92 + 1*1.57 + 8*8.44 + 5*2.12 + 4*1.97 + 1*2.18 + 2*0.93 + 1*2.21 + 2*1.04 + 1*3.77 + 1*2.07 + 1*1.7 + 10*2.07 + 3*4.28",146.58
"sky130_fd_sc_lp__o21ai","1 o21ai_0","1*5.0",5.0,"0.08",0.08,"1*1.04",1.04
"uart","1 a2111o_1, 1 a21o_1, 10 a21oi_1, 2 a22o_1, 1 a31o_1, 2 a31oi_1, 2 and2_0, 2 and3_1, 1 and3b_1, 1 and4_1, 1 and4b_1, 3 clkinv_1, 68 dfxtp_1, 9 mux2_1, 7 mux2i_1, 30 nand2_1, 3 nand2b_1, 14 nand3_1, 2 nand3b_1, 5 nand4_1, 1 nand4b_1, 1 nand4bb_1, 38 nor2_1, 5 nor2b_1, 11 nor3_1, 1 nor3b_1, 8 nor4_1, 4 nor4b_1, 1 nor4bb_1, 2 o211ai_1, 2 o21a_1, 23 o21ai_0, 1 o2bb2ai_1, 5 o31ai_1, 3 or2_0, 8 or3_1, 5 or4_1, 2 or4b_1, 15 xnor2_1, 9 xor2_1","1*11.26 + 1*7.51 + 10*5.0 + 2*8.76 + 1*8.76 + 2*6.26 + 2*6.26 + 2*6.26 + 1*8.76 + 1*8.76 + 1*10.01 + 3*3.75 + 68*20.02 + 9*11.26 + 7*10.01 + 30*3.75 + 3*6.26 + 14*5.0 + 2*7.51 + 5*6.26 + 1*8.76 + 1*11.26 + 38*3.75 + 5*6.26 + 11*5.0 + 1*7.51 + 8*6.26 + 4*8.76 + 1*10.01 + 2*7.51 + 2*7.51 + 23*5.0 + 1*8.76 + 5*7.51 + 3*6.26 + 8*6.26 + 5*7.51 + 2*10.01 + 15*8.76 + 9*8.76",2831.24,"0.32 + 0.6 + 0.27 + 0.51 + 0.21 + 0.25 + 0.45 + 0.16 + 0.38 + 0.14 + 0.66 + 0.37",4.32,"1*1.68 + 1*5.9 + 10*1.65 + 2*4.06 + 1*2.37 + 2*1.48 + 2*1.92 + 2*5.59 + 1*7.06 + 1*3.4 + 1*5.99 + 3*1.57 + 68*8.44 + 9*4.03 + 7*5.89 + 30*2.12 + 3*2.25 + 14*1.03 + 2*1.4 + 5*0.53 + 1*1.03 + 1*1.9 + 38*1.97 + 5*2.18 + 11*0.93 + 1*1.3 + 8*0.5 + 4*0.91 + 1*3.2 + 2*0.7 + 2*2.21 + 23*1.04 + 1*1.85 + 5*1.7 + 3*1.26 + 8*1.28 + 5*0.85 + 2*2.14 + 15*2.07 + 9*4.28",1058.62
"des_sbox6","2 a211o_1, 1 a211oi_1, 1 a21o_1, 4 a21oi_1, 1 a221oi_1, 1 a311oi_1, 1 a31o_1, 4 a31oi_1, 2 a32o_1, 1 and4b_1, 1 clkinv_1, 8 nand2_1, 5 nand2b_1, 1 nand3_1, 2 nand3b_1, 2 nand4_1, 5 nor2_1, 5 nor2b_1, 1 nor3_1, 1 o2111ai_1, 1 o211a_1, 1 o211ai_1, 4 o21ai_0, 1 o22ai_1, 1 o32a_1, 2 or2_0, 3 or3_1, 1 or3b_1, 1 or4_1, 1 or4b_1, 1 xnor2_1, 1 xnor3_1, 2 xor2_1","2*8.76 + 1*7.51 + 1*7.51 + 4*5.0 + 1*8.76 + 1*8.76 + 1*8.76 + 4*6.26 + 2*10.01 + 1*10.01 + 1*3.75 + 8*3.75 + 5*6.26 + 1*5.0 + 2*7.51 + 2*6.26 + 5*3.75 + 5*6.26 + 1*5.0 + 1*8.76 + 1*10.01 + 1*7.51 + 4*5.0 + 1*6.26 + 1*10.01 + 2*6.26 + 3*6.26 + 1*8.76 + 1*7.51 + 1*10.01 + 1*8.76 + 1*22.52 + 2*8.76",455.46,"0.16 + 0.36 + 0.2 + 0.45",1.17,"2*3.14 + 1*0.98 + 1*5.9 + 4*1.65 + 1*1.78 + 1*0.97 + 1*2.37 + 4*1.48 + 2*2.3 + 1*5.99 + 1*1.57 + 8*2.12 + 5*2.25 + 1*1.03 + 2*1.4 + 2*0.53 + 5*1.97 + 5*2.18 + 1*0.93 + 1*0.58 + 1*10.66 + 1*0.7 + 4*1.04 + 1*1.31 + 1*1.66 + 2*1.26 + 3*1.28 + 1*2.59 + 1*0.85 + 1*2.14 + 1*2.07 + 1*15.62 + 2*4.28",155.0
"sctag_dirl_buf","8 and2_0","8*6.26",50.08,"0.1",0.1,"8*1.92",15.36
"sky130_fd_sc_lp__o22ai","1 o22ai_1","1*6.26",6.26,"0.1",0.1,"1*1.31",1.31
"enable_sky130_fd_sc_hd__dlrtn","1 dlrtn_1, 1 nand2b_1","1*17.52 + 1*6.26",23.78,"0.03",0.03,"1*7.21 + 1*2.25",9.46
"shift_register","1 a21o_1, 2 a21oi_1, 1 a22oi_1, 2 a311oi_1, 3 a31oi_1, 12 and2_0, 17 clkinv_1, 8 dfrtp_1, 8 dfxtp_1, 17 maj3_1, 8 mux2_1, 18 nand2_1, 9 nand2b_1, 29 nor2_1, 1 nor2b_1, 7 nor3_1, 1 nor4_1, 1 o211ai_1, 8 o21ai_0, 1 o21ba_1, 2 o311ai_0, 2 o31ai_1, 6 or2_0, 64 xnor2_1, 20 xor2_1","1*7.51 + 2*5.0 + 1*7.51 + 2*8.76 + 3*6.26 + 12*6.26 + 17*3.75 + 8*25.02 + 8*20.02 + 17*10.01 + 8*11.26 + 18*3.75 + 9*6.26 + 29*3.75 + 1*6.26 + 7*5.0 + 1*6.26 + 1*7.51 + 8*5.0 + 1*10.01 + 2*8.76 + 2*7.51 + 6*6.26 + 64*8.76 + 20*8.76",1964.33,"0.22 + 0.09 + 0.37 + 0.39 + 0.39 + 0.39 + 0.39 + 0.37 + 0.37 + 0.37 + 0.37 + 0.37 + 0.38 + 0.23 + 0.17 + 0.29 + 0.16 + 0.3 + 0.16 + 0.26 + 0.23 + 0.19 + 0.19 + 0.19 + 0.19 + 0.17 + 0.09",7.29,"1*5.9 + 2*1.65 + 1*2.58 + 2*0.97 + 3*1.48 + 12*1.92 + 17*1.57 + 8*11.65 + 8*8.44 + 17*2.09 + 8*4.03 + 18*2.12 + 9*2.25 + 29*1.97 + 1*2.18 + 7*0.93 + 1*0.5 + 1*0.7 + 8*1.04 + 1*7.27 + 2*0.64 + 2*1.7 + 6*1.26 + 64*2.07 + 20*4.28",667.72
"round_saturation","1 a21o_1, 14 a21oi_1, 11 a22oi_1, 1 a311o_1, 7 a31oi_1, 6 and2_0, 4 and3_1, 2 and4_1, 9 clkinv_1, 28 maj3_1, 94 nand2_1, 5 nand2b_1, 4 nand3_1, 4 nand4_1, 1 nand4b_1, 49 nor2_1, 7 nor2b_1, 5 nor3_1, 21 o21ai_0, 4 o21bai_1, 1 o22a_1, 3 o22ai_1, 1 o32a_1, 1 o32ai_1, 4 or3_1, 73 xnor2_1, 7 xnor3_1, 37 xor2_1, 6 xor3_1","1*7.51 + 14*5.0 + 11*7.51 + 1*10.01 + 7*6.26 + 6*6.26 + 4*6.26 + 2*8.76 + 9*3.75 + 28*10.01 + 94*3.75 + 5*6.26 + 4*5.0 + 4*6.26 + 1*8.76 + 49*3.75 + 7*6.26 + 5*5.0 + 21*5.0 + 4*7.51 + 1*8.76 + 3*6.26 + 1*10.01 + 1*8.76 + 4*6.26 + 73*8.76 + 7*22.52 + 37*8.76 + 6*23.77",2768.52,"0.07 + 0.44 + 0.37 + 0.16 + 0.2 + 0.19 + 0.21 + 0.16 + 0.4 + 0.39 + 0.19 + 0.14 + 0.21 + 0.14 + 0.21 + 0.2 + 0.22 + 0.19 + 0.07 + 0.31",4.47,"1*5.9 + 14*1.65 + 11*2.58 + 1*1.57 + 7*1.48 + 6*1.92 + 4*5.59 + 2*3.4 + 9*1.57 + 28*2.09 + 94*2.12 + 5*2.25 + 4*1.03 + 4*0.53 + 1*1.03 + 49*1.97 + 7*2.18 + 5*0.93 + 21*1.04 + 4*2.87 + 1*2.76 + 3*1.31 + 1*1.66 + 1*1.09 + 4*1.28 + 73*2.07 + 7*15.62 + 37*4.28 + 6*15.22",1074.89
"sky130_fd_sc_ls__o2111a","1 o2111a_1","1*11.26",11.26,"0.19",0.19,"1*3.75",3.75
"vending_machine","2 and2_0, 2 clkinv_1, 2 dfxtp_1, 3 dlxtn_1, 1 nand2_1, 1 nor2_1, 2 nor2b_1, 1 o21ai_0, 1 o221a_1","2*6.26 + 2*3.75 + 2*20.02 + 3*15.01 + 1*3.75 + 1*3.75 + 2*6.26 + 1*5.0 + 1*11.26",141.37,"0.33 + 0.05 + 0.22",0.6,"2*1.92 + 2*1.57 + 2*8.44 + 3*8.12 + 1*2.12 + 1*1.97 + 2*2.18 + 1*1.04 + 1*2.73",60.44
